audio	sentence	native_lang
14_7002_1_142_02_211111-093154_bem_5da_elicit_0.wav	"Bushe uyu mulumendo nankwe aleecimfyako mu bwangalo bwapa menshi?
"	toi
17_7817_2_171_01_211109-075038_bem_947_elicit_1.wav	Uyu umulumendo alemoneka kwati ali yeshibishya amangalo aya.	toi
34_5069_2_341_01_211113-224254_bem_004_elicit_1.wav	Babili nabafwala fya mpepo.	nbl
22_1955_1_222_02_211108-132516_bem_004_elicit_0.wav	Ku numa yakwe kuli insalu ya makumbi makumbi	nbl
13_3007_3_132_02_211024-025435_bem_9ed_elicit_1.wav	Imbwai lemoneka iikali saana 	nya
14_7057_3_142_02_211111-220842_bem_5da_elicit_1.wav	Bushe kanshi teti bale isha kung'anda? kaili taifwaya ukwenda mumaloba.	toi
1_9_4_11_01_211028-234122_bem_cc3_elicit_2.wav	Awe, icooni caamba ukwima, cilefwaya ukupupuka.	toi
13_6858_4_131_01_211030-232310_bem_9ed_elicit_2.wav	Efyo cipalile.	nya
22_1995_1_222_02_211108-174120_bem_004_elicit_0.wav	Akabwa aka fita ka nono.	nbl
34_5117_0_341_01_211114-121706_bem_50c_elicit_0.wav	Shitata naimanina ali kuntanshi yetebulo mucikulwa.	lam
22_7820_0_221_01_211112-164025_bem_004_elicit_0.wav	shitata naikala paka puna kubali yaka shiba	nbl
22_7834_1_222_02_211112-120259_bem_50c_elicit_0.wav	nabakala naba shunguluka itebulo,	lam
34_5143_1_342_02_211114-134035_bem_004_elicit_0.wav	Bashitata aba bafitukutuku nabafwala natangasa iya fiita.	nbl
33_4874_4_331_01_211110-192004_bem_c25_elicit_2.wav	Kumbali ya musebo bali kuli ifyani ne fimuti fya katapakatapa	nse
22_7824_2_221_01_211112-165008_bem_004_elicit_1.wav	kunuma kuli shitata kulemonika  ici muti neci kulwa	nbl
27_3335_0_271_01_211110-203148_bem_0cc_elicit_0.wav	Abalumendo babili bali pamo, elo umo  alepenta bashi.	leh
32_4458_1_322_02_211110-182311_bem_947_elicit_0.wav	Bushe ninshi ilecitika kuli iyi incende?	toi
27_3296_0_271_01_211110-172341_bem_0cc_elicit_0.wav	Umwaice naikala alelolesha na pe window pamulu.	leh
32_4544_3_322_02_211111-075012_bem_947_elicit_1.wav	Ukulingana nefyo abalumendo aba bafwele cacine bangala amangalo yakusamba.	toi
28_9360_2_281_01_220110-134638_bem_94f_elicit_1.wav	Cipalile fisuma saana efyo ale lolekesha pantu ale moneka uwa temwa.	ngo
34_4954_2_341_01_211113-143741_bem_004_elicit_1.wav	Natoloka mu muulu elo naikata nakwisamba lya kalipulanga kamawilo.	nbl
27_3261_2_271_01_211110-233926_bem_e72_elicit_1.wav	Epo kanyantile pali inambala yachi tatu.	leh
22_2065_2_221_01_211110-082848_bem_50c_elicit_1.wav	Umukashana nakwata fwaka kukanwa.	lam
17_7952_3_172_02_211111-084653_bem_e94_elicit_1.wav	Ee cacine elyo imbwa ii ileangalila palunkoto.	nya
25_2918_0_251_01_211110-150509_bem_5da_elicit_0.wav	umulumendo ale tolokela pakamana.	toi
32_4663_4_321_01_211112-202122_bem_e94_elicit_2.wav	Kabili insalu iyo alelembapo naisula namalembo ayalembwa nabantu abapusana	nya
34_5111_2_341_01_211114-114159_bem_50c_elicit_1.wav	Shitata umbi naimya umwana kumaboko.	lam
17_7999_1_172_02_211111-113647_bem_e94_elicit_0.wav	Cilemoneka kwati alekopa icikope kumonafye ifyo amwentwile.	nya
12_2859_0_121_01_211031-071232_bem_bd6_elicit_0.wav	abalumendo Bane bale bika umucanga muli bala	lam
28_3512_0_281_01_211112-091234_bem_d8d_elicit_0.wav	utubana tubili utwa cingeleshi akalumendo naka kashana natunina mucimbaya mbaya cakashika.	leh
16_6348_2_161_01_220111-120235_bem_5da_elicit_1.wav	Namayo uyu nefyakufwala ifya fita namakumbi makumbi afuma mwi tuka mukushita ifya pusana pusana.	toi
32_4661_1_322_02_211112-095420_bem_947_elicit_0.wav	apa belele icibii bashintililepo nipamulu wa mitanto napa lembwa nempendwa ya ng'anda	toi
28_9356_0_281_01_220109-153223_bem_94f_elicit_0.wav	Umulumendo ali pa citukutuku nafwala nefya kuicingilila.	ngo
29_9605_3_292_02_220114-172306_bem_84b_elicit_1.wav	Elyo mupepi pali neci bansa icile moneka katapa katapa	ngo
27_9052_3_272_02_211113-114833_bem_b15_elicit_1.wav	Busuma eico bafulile abakutamba. Abengi balomfwa bwino ukutamba elo bamo beshile muku mona ifyo abakwabo bateya.	leh
33_4858_0_331_01_211110-004526_bem_c25_elicit_0.wav	Iconi icikulu cilepululuka pa muulu ya menshi aya lemoneka aya buutilila na katapakatapa	nse
12_6645_2_121_01_211105-183625_bem_9ed_elicit_1.wav	Kumbali nakunuma kuli ifimuti ifingi	nya
17_7786_2_171_01_211109-060335_bem_947_elicit_1.wav	Elyo uyu umwana alemoneka kwati naumfwa bwino sana.	toi
25_2792_0_251_01_211109-184506_bem_5da_elicit_0.wav	Bawishi, umwana nabanina nabekala pambali yamusebo.	toi
2_4187_4_21_01_211102-101645_bem_2a5_elicit_2.wav	Imbwa naikwata akasalu mu mukoshi akakashika kabili kumbali ya kamana kuli ifimuti.	bmb
21_1912_2_211_01_211112-234428_bem_83a_elicit_1.wav	cilemoneka cakubomfya mumisambilishe iyo bapekenya ukukwata	
22_7748_0_221_01_211112-084437_bem_004_elicit_0.wav	namayo namina ale lanshana na munina wiminine lubali 	nbl
2_384_3_22_02_211026-155733_bem_2a5_elicit_1.wav	Kuli umusumba wa fikulwa ifitali kabili na ifikalamba ukutali kwa kamana.	
31_4306_1_312_02_211110-123114_bem_83a_elicit_0.wav	Alishibisha ukuipilibula umubili pantu alemoneka takwete na mwenso.	
2_299_3_22_02_211025-124357_bem_2a5_elicit_1.wav	Umo umwana afwele ishati iya katapa katapa elo umbi afwele ishati ya makumbi makumbi umo umupitile ifilengwa fyanama.	
17_7807_3_172_02_211109-151745_bem_e94_elicit_1.wav	Cacine kabili umulumendo pa abana babili tafwele ifyakufwala afwelefye kaputula yamukati.	nya
14_7219_3_142_02_211112-151211_bem_5da_elicit_1.wav	Nomba kwena teti sha suma abantu baleipitila mumusebo,pantu tashikwete abene.	toi
17_7752_2_171_01_211108-150533_bem_947_elicit_1.wav	Cipalile kwati iyi imbwa naimona fimo pamenshi.	toi
14_7091_3_142_02_211112-004652_bem_5da_elicit_1.wav	Kwena umulandu walikulisha untu bapangila ba cilolo napakuti ufike na leelo bakokola nokupingula.	toi
21_1824_2_211_01_211112-122209_bem_83a_elicit_1.wav	mumuputule bali balipeta ne langi lya kashika elyo balibika napa kukobeka ifya mpepo nangula amataulo yaku bomfya lintu balesamba banamayo mu mutwe kabili uyu balepomba fimo mu mushishi nabamufwika akakuchingila ifya kufwala fyakwe	
25_2852_0_251_01_211110-103106_bem_5da_elicit_0.wav	Umwaume nomwanakashi bale enda kumbali yakamana nabekatana namaboko.	toi
1_211_4_11_01_211031-161217_bem_cc3_elicit_2.wav	Iyoo mukwai. Pacimpeelwa paaba icapala akapuna. 	toi
33_4737_3_332_02_211109-144021_bem_b14_elicit_1.wav	Elo kabili babili abaume pali ili ibumba nabeminina baleenda	nse
27_3376_0_271_01_211111-152842_bem_6f4_elicit_0.wav	Abantu batatu baleenda mumusebo baleya ukwapusana pusana	leh
17_7926_1_172_02_211110-210719_bem_e94_elicit_0.wav	Kabili namayo uyu aleenda pamusebo naingisha amaboko mumatumba.	nya
19_1235_1_192_02_211109-180200_bem_d8d_elicit_0.wav	Nafwala nama galashi yamenso, ayo bafwala paku sambainsamfi.	leh
33_4860_3_332_02_211110-114124_bem_b14_elicit_1.wav	Elyo kabili ku mbali ya musebo kuli abantu abaleenda  elyo kuli  ne fikulwa	nse
12_6713_4_121_01_211107-063046_bem_9ed_elicit_2.wav	Nafwala icakufimba kumutwe elyo aleteya	nya
22_7892_0_221_01_211112-212627_bem_004_elicit_0.wav	umwaiche na iminina ku lubali lwa cibumba	nbl
16_7661_2_161_01_211109-142523_bem_74d_elicit_1.wav	nomba nishi kafwalile filya kumutwe	toi
13_6836_2_131_01_211029-192853_bem_9ed_elicit_1.wav	Panshi napo paleemoneka pali amalaya yaambi	nya
7_5452_1_72_02_170101-070858_bem_74d_elicit_0.wav	napapa na icola panuma yakwe naikata na utumuti utwakumwafwa ukwenda.	toi
17_6624_3_172_02_220112-153625_bem_5da_elicit_1.wav	Bushe eili ibumba betile ukwisa mukwimbila abantu mucikulwa ici kunuma yabo?	toi
27_9129_3_272_02_211113-180525_bem_b15_elicit_1.wav	Ibumba ili lisshile mukulolesha ifintu fyapusana ifipalile isabi mumenshi, notoni mufimuti.	leh
33_4878_2_331_01_211110-212754_bem_c25_elicit_1.wav	Bonse abaume abali muli ici cikulwa bafwele ama suti na ma tayi yapamukoshi.	nse
7_1586_4_71_01_170101-031227_bem_74d_elicit_2.wav	awe kanshi nifyofine wasosa.	toi
22_7911_2_221_01_211113-003917_bem_004_elicit_1.wav	pa tebulo pali ama pepala bale lemba	nbl
27_3404_4_271_01_211111-163938_bem_6f4_elicit_2.wav	pantu ku chi pole tabaninako ngatawaishiba inchito.	leh
21_1797_4_211_01_211112-111402_bem_83a_elicit_2.wav	kuti caba ngefyo ukuti menshi makasa pantu fintu akabwa kafwele nafyo filesuminashako kuli uyo mulandu	
34_5163_4_341_01_211114-152554_bem_50c_elicit_2.wav	kukulyo kwakwe kuli amaluba ya katapa-katapa	lam
7_5398_3_72_02_170101-075715_bem_74d_elicit_1.wav	cacine cikanga abunde uyu muntu pantu amenshi yafulisha.	toi
1_179_4_11_01_211031-142746_bem_cc3_elicit_2.wav	Awe mukwai. Ipofu lilifye kumutwe kumenso nakalya. 	toi
33_4741_0_331_01_211109-151857_bem_c25_elicit_0.wav	Umwanakashi umo uwa nkanda ya buuta naiminina mu pepi na motoka	nse
7_5409_1_72_02_170101-035935_bem_74d_elicit_0.wav	na imyotoka shileenda shile tentemuka pabulalo.	toi
34_5011_2_341_01_211113-175201_bem_004_elicit_1.wav	Kalisha wa mupila nafwala ifya fiita.	nbl
32_4465_1_322_02_211110-183022_bem_947_elicit_0.wav	Eee ili ituka ilili kunuma yakwe nalikwata icipendwa ikumi limo na butatu.	toi
34_5083_3_342_02_211114-111037_bem_004_elicit_1.wav	Shitata alemoneka namatontonkanyo.	nbl
17_7828_0_171_01_211109-094806_bem_947_elicit_0.wav	Imbwa shibili ishaume shile angala	toi
32_4621_2_321_01_211112-171757_bem_e94_elicit_1.wav	cilemoneka kwati naikwatako ubwafya ubo balebombelapo pakuti ingitampa ikwenda	nyj
29_9584_1_292_02_220113-190529_bem_84b_elicit_0.wav	Kunuma nasamisha akaku lisha ku cibumba, bushe kuli ebo ale sosha?	ngo
13_6793_2_131_01_211028-141018_bem_9ed_elicit_1.wav	Kunuma yakwe kuleemoneka abaantu abaleendela. Kule moneka ne shitolo.	nya
34_5095_3_342_02_211114-112939_bem_004_elicit_1.wav	Cacine pantu ali ne nsansa pakucapa.	nbl
12_2800_4_121_01_211026-021724_bem_bd6_elicit_2.wav	saanafye , pantu kafumine panshi ya menshi	lam
27_8971_4_271_01_211113-102834_bem_f07_elicit_2.wav	Bachiyakaka, limbi kuti yaselela kumo pantu amenshi aya yalesela.	nya
13_3011_1_132_02_211024-092524_bem_9ed_elicit_0.wav	Kumulu tafwele icili conse akwetefye itoloshi ilya buuta.	nya
22_2088_0_221_01_211110-125531_bem_50c_elicit_0.wav	umulumendo nomukashana nabeminina kunuma yetubulo	lam
16_7512_0_161_01_170101-055242_bem_74d_elicit_0.wav	iyi imbwa iyakashika yasuma imbwa yafita,  nomba shilemoneka kwati shilelwa nangula kwati shileangala ?	toi
16_7743_0_161_01_211110-102142_bem_74d_elicit_0.wav	imbwa iyakashika ilebutuka mucibansa icalunkoto ulwakatapa katapa.	toi
1_70_0_11_01_211030-103917_bem_cc3_elicit_0.wav	abaume balebutuka nembwa	toi
27_3365_2_271_01_211111-125722_bem_e6d_elicit_1.wav	Nanomba efyo bakula konka kabili ngabaamba bonse balakonkamo ifili pafi pe	leh
17_7950_0_171_01_211110-075550_bem_947_elicit_0.wav	Shitaata umusungu naimina nafwala na icaketi ilyafita.	toi
27_9159_4_271_01_211113-230608_bem_f07_elicit_2.wav	Eh sitailo bamubika iyamishishi iyi yine. Naimu wamina sana fye.	nya
16_6211_2_161_01_220110-132653_bem_5da_elicit_1.wav	Cilemoneka kwati uyu eh wishi wamwana umwaume uyu.	tog
28_9208_2_281_01_220107-182115_bem_94f_elicit_1.wav	Endita, cifwile ichi ichikulwa kale baileko uku cibomfya	ngo
27_9059_1_272_02_211113-120415_bem_b15_elicit_0.wav	Apa bali abalumendo, bonse balelwila bola ukutila bengishe basepe abanabo.	leh
29_9680_3_292_02_220114-212632_bem_84b_elicit_1.wav	Bushe finshi abikamo muka cola akwete?	ngo
33_4786_0_331_01_211109-185257_bem_c25_elicit_0.wav	umulumendo uwakanda iyafita ali mu chifulo umo abombela	nse
22_2146_0_221_01_211110-211927_bem_50c_elicit_0.wav	Bana mayo bale'enda beka	lam
19_1365_3_192_02_211110-134806_bem_d8d_elicit_1.wav	mufipuna fyabakatamba muli ibumba lya bantu abengi nabesa muku tamba uyu mupila.	leh
7_5406_1_72_02_170101-035501_bem_74d_elicit_0.wav	tulesekelela pantu tulekopwa icikope.	toi
33_4860_2_331_01_211110-005248_bem_c25_elicit_1.wav	Kunuma yakwe kuli umusebo  umulepita imyotoka shibili imo iya buuta elyo imbi iya fiita	nse
25_2887_4_251_01_211110-124206_bem_5da_elicit_2.wav	Awe kwena lisuma sana isitolo ili elyo kaili tema buku fye ashitishamo mula sangwa nama part yaku fimbaya mbaya ifyapusana, bonse abantu emo besa mukushita.	toi
2_490_1_22_02_211026-201848_bem_2a5_elicit_0.wav	Nakwata na umwana uo apapile pantanshi ya cifuba cakwe.	
34_5191_0_341_01_211114-172739_bem_50c_elicit_0.wav	akanya, akanakashi  kaleshana	lam
34_5027_0_341_01_211113-184302_bem_004_elicit_0.wav	Umulumendo alelolesha kwi shilya naikata na lamya ku maboko.	nbl
33_4884_2_331_01_211110-214134_bem_c25_elicit_1.wav	Abacikoloci abaume nabakwata epo balelemba lintu bekele mu cintubwingi.	nse
34_5103_0_341_01_211114-111254_bem_50c_elicit_0.wav	Shitata ali umwakusambila alebeya umwenfu.	lam
22_7797_4_221_01_211112-144247_bem_004_elicit_2.wav	kulubali kwa ka namayo shitata naikala nafwala magalashi ale tamba ifyo  ale  teiya umunakwe	nbl
28_9425_0_281_01_220111-094243_bem_94f_elicit_0.wav	Ibumba ilya bantu ili kuntanshi kwama tuka aya shitisha ifilubi.	ngo
13_3015_3_132_02_211024-093829_bem_9ed_elicit_1.wav	Ilemoneka yalitemwisha amenshi iyi  mbwa.	nya
18_11983_2_181_01_211113-181046_bem_5da_elicit_1.wav	Ee boi efyo cilepala,cipalile kwati tabeshibene nokwishibana,pantu tapali uulelolesha umunankwe.	toi
34_5127_1_342_02_211114-131538_bem_004_elicit_0.wav	Kuntashi  ya mukashana uulebutuka kuleisa umulongo wa bantu bale-enda.	nbl
29_9694_1_292_02_220114-214808_bem_84b_elicit_0.wav	Ale moneka ale fwisa ifintu uku fuma mukanwa ifile lenga umulilo kuti wakishe saana	ngo
28_9236_2_281_01_220108-160859_bem_94f_elicit_1.wav	Efyo cipalile, limbi naku talala noku talala fye uku kwine kuncende	ngo
14_7244_3_142_02_211112-155821_bem_5da_elicit_1.wav	Ebeshile nembwa nomupila wakumakasa balekela nembwa shilelwila umupila?	toi
7_1727_0_71_01_170102-005354_bem_74d_elicit_0.wav	abakashana babili nabafwala amalaya ayafita.	toi
16_6378_2_161_01_220111-134659_bem_5da_elicit_1.wav	Emukwai euyu wine beta ati referee.	toi
7_1592_0_71_01_170101-034042_bem_74d_elicit_0.wav	imbwa iyabuta ileenda mumenshi kumbali yamusebo kuli na menshi makasa.	toi
34_5007_1_342_02_211113-212758_bem_50c_elicit_0.wav	Ili  pa lunkoto ile-angala ne cimuti.	lam
32_4516_4_321_01_211111-230915_bem_e94_elicit_2.wav	Eee cacine elyo kuncende uku kuli abantu nabambi abale angala.	nya
27_9105_0_271_01_211113-204003_bem_f07_elicit_0.wav	Abalumendo bali mucibansa baleteya boola.	nya
13_3193_3_132_02_211025-162324_bem_9ed_elicit_1.wav	Efyo filemoneka pantu takalemoneka kwati kuli eko kaleya	nya
33_4808_0_331_01_211109-195443_bem_c25_elicit_0.wav	Imbwa shibili shili mu menshi ku kamana akakulu	nse
13_3086_1_132_02_211024-172750_bem_9ed_elicit_0.wav	Cipalile umubali nimwituka babombela capamo.Pantu batatu nabafwala amashati ayapalana.	nya
22_1974_1_222_02_211108-161740_bem_004_elicit_0.wav	Ku numa ya mwaume kuli mupando elo banjo Ili panshi.	nbl
22_7771_2_221_01_211112-123531_bem_004_elicit_1.wav	shitata nafwala ifya kufwala ifya fita, ale lolesha  kulubali yamusebo	nbl
32_4603_1_322_02_211112-075827_bem_947_elicit_0.wav	Abale muwamya niba shitata insapato naba sunsumana	toi
17_6613_3_172_02_220112-152311_bem_5da_elicit_1.wav	Kuncende ine iyi kulemoneka kusuma sana, kumwena fye kubantu abale samba mukamana.	toi
13_6786_4_131_01_211028-132541_bem_9ed_elicit_2.wav	Endita, ku sheele fye apa noono nga gole nabamu cena.	nya
34_4988_4_341_01_211113-164402_bem_004_elicit_2.wav	Nabatantama mu mulongo pakuya niina ishitima.	nbl
28_9358_0_281_01_220110-134514_bem_94f_elicit_0.wav	Umulumendo ale fwaya ukulya umukate, kuminwe naikata nkupiko.	ngo
34_4953_0_341_01_211113-143630_bem_004_elicit_0.wav	Imbwa nabaifwika icakufwala.	nbl
17_6580_3_172_02_220112-140515_bem_5da_elicit_1.wav	Nga abafyashi bakwe balikwisa?	toi
7_5473_3_72_02_170101-073714_bem_74d_elicit_1.wav	elo kumpela ya cibansa Kuli na abantu abaletamba ubwangalo ubu.	toi
33_4878_4_331_01_211110-212754_bem_c25_elicit_2.wav	Cilikwati uyu uwimishe amaboko pakulanda eule tungilila uku ukulongana.	nse
29_9521_3_292_02_220112-155943_bem_84b_elicit_1.wav	Lelo ifilimo filemoneka kwati fyakufwala fya kamwana akanya.	ngo
22_7729_2_221_01_211112-081238_bem_004_elicit_1.wav	Ba ne nsansa.	nbl
18_12079_4_181_01_211114-143652_bem_5da_elicit_2.wav	Ee boi ilemoneka kwati nimumbali yafikulwa,balibyalikamo notumuti busaka busaka.	toi
19_1410_1_192_02_211110-170135_bem_d8d_elicit_0.wav	nafwala ifyakufwala fyapalana ilangi na honda yakwe, ifyakashika nefyabuta.	leh
33_4759_1_332_02_211109-162918_bem_b14_elicit_0.wav	uku kucifulo kuli ifikulwa ifingi ifitali elyo ne fimbaya-mbaya	nse
13_6866_4_131_01_211031-074453_bem_9ed_elicit_2.wav	Ciileemoneka nabafumyamo ifyacibamo umu mucibokoshi.	nya
16_6425_4_161_01_220111-171433_bem_5da_elicit_2.wav	Cawama saana, bafwile bafika pantu kale ambile ukuba lolela.	toi
28_9262_2_281_01_220108-180756_bem_94f_elicit_1.wav	Bale moneka bali kuntanshi yabantu, eko bale imbila noku lishe filimba.	ngo
17_7776_1_172_02_211109-114400_bem_e94_elicit_0.wav	Uyu umwana ali nabanyina bakwe abalemutungulula.	nya
27_9163_1_272_02_211113-190820_bem_b15_elicit_0.wav	Umwana nabamufwika akasote kaba rasta. Pakwenda alefwenya kunuma yakwe.	leh
17_7906_3_172_02_211110-145423_bem_e94_elicit_1.wav	Shibili imbwa ishikulu nishilya  basungila panse iinono nimbwa yamunganda.	nya
25_2799_2_251_01_211109-192421_bem_5da_elicit_1.wav	Efyo Cipalile pantu abantu bonse balemoneka aba nsansa.	toi
16_7643_2_161_01_211109-125243_bem_74d_elicit_1.wav	ee naine namona, eko umumana uuli kunuma ilemoneka uukalamba nganshi.	toi
22_7838_1_222_02_211112-121629_bem_50c_elicit_0.wav	ale bomfya icipe ukwimba icishima	lam
27_3285_3_272_02_211110-201258_bem_f07_elicit_1.wav	Eya mukwai elo iyi imbwa ilemoneka kwati ikali saana.	nya
17_6668_3_172_02_220112-175338_bem_5da_elicit_1.wav	Bushe kanshi ninshi ilecitika kuncende iyi?	toi
18_12142_4_181_01_211114-231215_bem_5da_elicit_2.wav	Cishinka ico boi,pantu ubunang'ani kuti bwakwikata waponena mutulo,lilya wabuka wasanga bakabolala nabasenda fyonse.	toi
19_1440_1_192_02_211110-172830_bem_d8d_elicit_0.wav	icho kemishe cibokoshi ca katapa katapa, elyo nakafwala ishati lya kashika.	leh
2_355_1_22_02_211026-152502_bem_2a5_elicit_0.wav	Kunuma yaiko kuli icibi ca buta na ifi bumba fya katapa katapa.	
19_1312_1_192_02_211110-075945_bem_d8d_elicit_0.wav	kunuma yakwa namayo uyu kulemoneka bashitata basano.	leh
16_7516_4_161_01_170101-060800_bem_74d_elicit_2.wav	limbi nikalya beta ati ka tennis ball .	toi
28_9366_4_281_01_220110-180418_bem_94f_elicit_2.wav	Cile moneka kwati ya cila loka eco bafwalile ifya mpempo nefi sote	ngo
17_7883_2_171_01_211110-054419_bem_947_elicit_1.wav	Naimya incinga yakwe mumulu ilyo ale enshya incinga.	toi
7_5462_3_72_02_170101-072145_bem_74d_elicit_1.wav	elo umumwine ekele mulemoneka makumbi makumbi.	toi
27_3366_1_272_02_211111-132547_bem_f07_elicit_0.wav	Elo uyu mulumendo naima saana mumulu.	nya
7_1598_0_71_01_170101-035136_bem_74d_elicit_0.wav	abaume babili balelisha amapenga.	toi
22_7800_2_221_01_211112-145606_bem_004_elicit_1.wav	ale enda naikata na sando kumabuko, iya kupopela	nbl
33_4935_2_331_01_211111-000649_bem_c25_elicit_1.wav	Kabili  uyu umwaume nakontamika umutwe panshi elyo mu minwe naikata icipyango icitali	nse
17_7758_0_171_01_211108-152102_bem_947_elicit_0.wav	Umwaume uwafita nashintilisha ku cimuti.	toi
27_3315_1_272_02_211110-221400_bem_f07_elicit_0.wav	Cipalile kwati uyu mukashana ali ne fyakutontokanyapo saana.	nya
25_2865_2_251_01_211110-111059_bem_5da_elicit_1.wav	Cilemoneka kwati abena mupalamano balatina ukutila balasanga imitengo iya dula.	toi
7_1585_0_71_01_170101-030417_bem_74d_elicit_0.wav	shitaata nafwala ishati ilya kashika na itoloshi lyafita naiminina.	toi
2_302_3_22_02_211026-054417_bem_2a5_elicit_1.wav	Iyi imbwa ile moneka iya languluka pamenso.	
33_4852_3_332_02_211110-112836_bem_b14_elicit_1.wav	Umwanakashi ali pa cipampa  wankanda iya buuta ne mishishi ishitali isha buuta kabili na censa	nse
22_7745_2_221_01_211112-083432_bem_004_elicit_1.wav	kuntanshi yabo nakushika na cimazembe	nbl
27_3202_1_272_02_211109-182913_bem_f07_elicit_0.wav	Umulumendo alepekanya ifyakulya ifya mukashana.	nya
32_4513_1_322_02_211111-071506_bem_947_elicit_0.wav	Eee elyo nabafwala na ifyakufwala ifyakuteyelamo umupila ifyapalana.	toi
27_9118_0_271_01_211113-210923_bem_f07_elicit_0.wav	Umulumendo natoloka mumulu na skate board yakwe.	nya
19_1361_3_192_02_211110-134101_bem_d8d_elicit_1.wav	Eya elyo kumpela yamusebo kuleisa icimbaya mbayab icasishe amalaiti, cilepala kwati bwalaila.	leh
27_9099_1_272_02_211113-132429_bem_b15_elicit_0.wav	Ili tayela emishe epali neya njinga. Katwishi neko aleitwala.	leh
14_7099_3_142_02_211112-011032_bem_5da_elicit_1.wav	Incende iyi kwena yaliwamisha eko besa mukutushisha bashitata bonse.	toi
7_1714_0_71_01_170102-003213_bem_74d_elicit_0.wav	umwaume na umulumendo nabekala.	toi
19_1263_1_192_02_211110-070451_bem_d8d_elicit_0.wav	Aba banamayo bonse bankanda yabuta, batatu balikwata imishishi isha fitulukila elyo umo alikwata imishishi sha buta.	leh
25_2753_0_251_01_211109-151550_bem_5da_elicit_0.wav	abakalamba bamilimo ababuteko balelandisha abantu naba kobeka namaluba mumukoshi	toi
22_7871_1_222_02_211112-201447_bem_50c_elicit_0.wav	elo kuli na umulumendo ale'enda Eka	lam
14_7232_1_142_02_211112-154114_bem_5da_elicit_0.wav	Kwena akamana aka elo bawamishe?	toi
22_7793_2_221_01_211112-143500_bem_004_elicit_1.wav	umo nafwala ishati ya buta ne tangasa ya fita	nbl
25_2866_0_251_01_211110-111415_bem_5da_elicit_0.wav	Abalumendo babili balepeleshanya ifintu epo tabala patukana.	toi
13_6832_0_131_01_211029-190832_bem_9ed_elicit_0.wav	Ibumba Ilya baume, naba niina pe mfwalashi bale cita amangalo aya ku cimfyanya. Ukuti ba mone uwaishibisha ukui butusha sana	nya
7_1658_0_71_01_170101-204225_bem_74d_elicit_0.wav	imbwa iyakashikila ilebutuka pamenshi.	toi
27_3399_1_272_02_211111-145107_bem_f07_elicit_0.wav	Cipalile kwati aba bali mu bafa, balewamyamo	nya
27_9166_3_272_02_211113-191250_bem_b15_elicit_1.wav	Uyu ulebeya imyenfu shabatata alemoneka umwaice sana.	leh
27_3351_1_272_02_211111-115152_bem_f07_elicit_0.wav	Elo alebonfya banjo isumasaana pa kwimba.	nya
34_5199_1_342_02_211114-153736_bem_004_elicit_0.wav	nafwala ilaya ilitali namabalala ya pusana pusana	nbl
32_4535_1_322_02_211111-073926_bem_947_elicit_0.wav	Ico balebomfya ukocelela cilesabushya imulilo.	toi
29_9452_1_292_02_220111-121859_bem_94f_elicit_0.wav	Naikambatika ne nambala pa caku fwala, afwile ale cimfyanya naba nankwe	ngo
27_3341_3_272_02_211111-110822_bem_f07_elicit_1.wav	Kuticaba cishinka kumwenafye ifyo kulemoneka.	nya
16_7658_4_161_01_211109-141734_bem_74d_elicit_2.wav	afwile muka cola muli nefya kulya mulya	toi
17_7885_0_171_01_211110-054713_bem_947_elicit_0.wav	Imbwa iyinono iyafita naiminina ileloleshya mumulu.	toi
34_5129_3_342_02_211114-131834_bem_004_elicit_1.wav	Umulumendo napapa ifyo kalebutuka nokutoloka akabwa .	nbl
28_9221_0_281_01_220107-190927_bem_94f_elicit_0.wav	Ibumba ilya bantu, bamo na beminina bambi nabekala. Kuntanshi kuli bashi bwinga na bana bwinga, chipalile bale fwayo ukuba kopa.	ngo
16_7563_4_161_01_170101-084209_bem_74d_elicit_2.wav	awe kusuma saana ukukali akamwana kak akamusungu kulemonekafye kwati takuba nefiko	toi
28_9315_4_281_01_220109-110959_bem_94f_elicit_2.wav	Bonse abekele apa pa ncende bale moneka ne fyola, uwikele eka mupepi no musebo ena akwete ica buta icipepale nabikamo nefintu.	ngo
19_1227_3_192_02_211109-175555_bem_d8d_elicit_1.wav	Mwibumba lya bantu baletamba, muli umwana umwanakashi uwikele pamolu yamwana munankwe.	leh
13_6850_2_131_01_211029-213650_bem_9ed_elicit_1.wav	Kule moneka abaa.ntu bambi babili nabe minina	nya
28_9432_4_281_01_220111-100233_bem_94f_elicit_2.wav	Cifwile bala bikamo fye ifintu.	ngo
12_6716_0_121_01_211107-063458_bem_9ed_elicit_0.wav	Ababaice, nabalongana panse pafyani	nya
34_5188_3_342_02_211114-152828_bem_004_elicit_1.wav	nabapeta pakwimya umwana	nbl
16_7577_4_161_01_170101-092339_bem_74d_elicit_2.wav	awe abasungu bali belela ukulenga umwenso ukupwa	toi
32_4604_3_322_02_211112-075956_bem_947_elicit_1.wav	umu kashyana kukuboka nafwala inkoloko	toi
34_5037_4_341_01_211113-190805_bem_004_elicit_2.wav	Umukashana naimya akapuna pa mabeya uku alecofa incinga no tupe tumbi kunuma ya ncinga.	nbl
27_9155_2_271_01_211113-225229_bem_f07_elicit_1.wav	Cilemoneka kwati aba batata niba kaapenta.	nya
