audio	sentence	native_lang
8_5740_4_81_01_211102-115637_bem_ce8_elicit_2.wav	mu cibansa muli ibumba lya bantu abengi	bem
7_1743_0_71_01_170102-012312_bem_74d_elicit_0.wav	umwaume alesheleleka pamenshi makasa yabuta.	toi
22_7853_1_222_02_211112-192617_bem_50c_elicit_0.wav	bonse bale belenga	lam
32_4613_1_322_02_211112-082825_bem_947_elicit_0.wav	umo cona naikala panshi umbi nao na fulama	toi
21_1770_2_211_01_211112-103605_bem_83a_elicit_1.wav	cacine kwena naposeshako amano kufyo alecita pantu naishiba ukuti abantu balekopa ifyo alepekanya	
785_2_01_211011-230311_bem_6b0_elicit_1.wav	Bali batumina bonse pali balamya babo kubantu abapusana.	bem
27_3312_4_271_01_211110-180837_bem_0cc_elicit_2.wav	Eya elo balumendo nabo nenshila iyi yine yalisapa muli ifisoso fuulu tabapyangilemo.	leh
2_4187_0_21_01_211102-101645_bem_2a5_elicit_0.wav	Imbwa ileenda pa menshi uku ninshi naikwata akasalu isumine ku kanwa.	bmb
27_9097_0_271_01_211113-175500_bem_f07_elicit_0.wav	Mukashana nayiminina elyo nafwala headsock.	nya
5_1035_2_51_01_211031-174133_bem_e3a_elicit_1.wav	Imbwa naifwala intambo mumukoshi.	bem
35_11082_3_352_02_220117-191318_bem_f12_elicit_1.wav	Ifingi filemoneka fyakuyaposa. Panse apa baleimya nembao ishakubika muli iyi motoka.	bem
36_11315_1_362_02_220128-223458_bem_57f_elicit_0.wav	aba banamayo bonse nabafwala ifyabusaka kabili nabasekelela, bushe batini finshi balecita petebulo li?	bem
39_859_1_392_02_211116-140416_bem_901_elicit_0.wav	kabili abengi pali aba bantu bafwele ifyakufwala fyafiita, bushe naumumona umwaume alikunuma uufwele icaketi yafiita neshati lyabuuta mukati?	bem
24_2573_4_241_01_211110-113927_bem_150_elicit_2.wav	Umulundu taule monekela bwino bwino pamulandu ya chintelelwe icamisambo kucimuti.	bem
21_1913_0_211_01_211112-234532_bem_83a_elicit_0.wav	shitata na namayo abakalamba baleenda pakati yafikulwa ifitali nganshi	
22_2097_4_221_01_211110-134518_bem_50c_elicit_2.wav	ukuso kuli imipando ya fita	lam
39_1098_4_391_01_211119-015348_bem_901_elicit_2.wav	Elyo shilelwila aka kasalu kabuuta. Ishi imbwa shibili nashimya amatwi yashiko mumulu. Kabili kuli iyi incende mumbali muli ulunkoto lwalyakatapa katapa naakakunkubiti akakubikamo umwela.	bem
34_5104_1_342_02_211114-121649_bem_004_elicit_0.wav	Shitata naikata na kantu kumaboko alekalolekesha.	nbl
18_6721_4_181_01_220116-125845_bem_524_elicit_2.wav	Umulumendo nabika namolu yakwe yonse pamulu wetebulo.	bem
14_7102_2_141_01_211111-135403_bem_f08_elicit_1.wav	Cileemoneka kwati ababomfi bapa ng'anda ebamushile eka umwana uyu.	bem
27_8989_3_272_02_211112-230235_bem_e72_elicit_1.wav	Uku bali aba babili kupalile kwati baleya mukukwela  indeke nangula eko bafuma.	leh
9_2126_1_92_02_211026-144426_bem_901_elicit_0.wav	Bushe afwele inshi kabili cangalo nshi aleangala?	bem
22_2198_1_222_02_211110-105327_bem_004_elicit_0.wav	Ubwato buli mu menshi	nbl
28_3476_2_281_01_211111-152434_bem_d8d_elicit_1.wav	kasunga wacipanda nafilwa uku wikata uyu mupila	leh
7_5347_1_72_02_170101-060318_bem_74d_elicit_0.wav	nafwala na icampepo camulopa mulopa	toi
13_6891_0_131_01_211031-101116_bem_9ed_elicit_0.wav	Umulumendo na toloka mumuulu saana ne njiinga. Ale moneka ale cimfyanya naba nankwe.	nya
9_5936_0_91_01_211030-152533_bem_901_elicit_0.wav	Abalumendo babili abakulu bali mu ncende imo panshita yakasuba baleangala iyi incende naikwata ifimuti mumbali ku kuso na ku kulyo kwa musebo.	bem
22_2191_0_221_01_211111-072343_bem_50c_elicit_0.wav	Ibumba lya balumendo batatu Ile imba	lam
27_3203_0_271_01_211109-132310_bem_e72_elicit_0.wav	Umwanakashi aleimba naba lumemdo babili panuma yakwe.	leh
21_1834_0_211_01_211112-144154_bem_83a_elicit_0.wav	imbwa shibili iya fita neya kashikila nashikala panse munshita yabushiku shilecena	
22_7879_3_222_02_211112-203632_bem_50c_elicit_1.wav	ba babili ku lubali lwakwe ba lelolesha ku numa	lam
21_1778_4_211_01_211112-105057_bem_83a_elicit_2.wav	nalimo kuli ifyo apokelela ifyalenga ena ukumoneka  uwabulanda	
32_4557_3_322_02_211111-084344_bem_947_elicit_1.wav	Cacine kabili nafwala nakasote akafia kabili kalikashika kunuma.	toi
32_4587_0_321_01_211113-012719_bem_e94_elicit_0.wav	Umulumendo umusungu nakwela  pakangalo kama taila	nya
20_7298_1_202_02_220119-150243_bem_665_elicit_0.wav	Icikulwa cine ici cipalile nga icakale, lolesha kukuso unjebe ifyo wamonako.	bem
25_2782_0_251_01_211109-181353_bem_5da_elicit_0.wav	Umulumendo napapa umutemwikwa wakwe.	toi
4_988_3_42_02_211027-004903_bem_5a5_elicit_1.wav	Ubu ubulalo kaili bwali pangwa nefishimbi, efyo ubu ubulalo bulemonekela ubwakosa	bem
31_4306_1_312_02_211110-123114_bem_83a_elicit_0.wav	Alishibisha ukuipilibula umubili pantu alemoneka takwete na mwenso.	
27_3439_3_272_02_211111-155314_bem_f07_elicit_1.wav	Cilemoneka kwati iyi imbwa yalitemwa amenshi saana.	nya
19_1314_1_192_02_211110-080058_bem_d8d_elicit_0.wav	kunuma yabo kulemoneka kwati nakwima amabimbi.	leh
28_9288_2_281_01_220108-200744_bem_94f_elicit_1.wav	Panse pale moneka aka suba naka bala saana, cifwile naku kaba. Elyo umu mumuputulwe bali tamule moneka ifili fyonse, bushe kuti mwaba ni mung'anda?	ngo
21_7468_1_212_02_220115-100700_bem_62a_elicit_0.wav	uyu nakulu bantu alemoneka nga umwina Asia, elyo nafwala ikoti lya fita.	bem
22_7881_2_221_01_211112-210849_bem_004_elicit_1.wav	na ikata ne campepo mumaboko	nbl
32_4700_3_322_02_211112-104019_bem_947_elicit_1.wav	eehe kabili kumbali yamumana kulina ifikulwa ifitali sana	toi
19_1234_3_192_02_211109-180128_bem_d8d_elicit_1.wav	Elyo cilepala kwati bamukopele pamulu walupili.	leh
14_3476_0_141_01_211105-190908_bem_ebf_elicit_0.wav	Abantu nabeminina pamusebo.	bem
7_1542_0_71_01_170101-205019_bem_74d_elicit_0.wav	utulumendo tubili tuleangala, kuncende iyi kulemoneka na ifimuti ifyakatapa katapa na aka musheleleko kelangi lya mutuntulwa.	toi
26_3118_3_262_02_211110-095012_bem_8f1_elicit_1.wav	Eee balimutemwa elo balyumfwile bwino alebembila inyimbo pakashita aka.	bem
22_2084_0_221_01_211110-123246_bem_50c_elicit_0.wav	Umulumendo naminina pakati paba kashana babili  pamusebo	lam
14_7162_1_142_02_211112-130724_bem_5da_elicit_0.wav	Bushe ekusefya balebilisha pa citunshi tunshi uku ukuli abakashana aba?	toi
36_5556_3_362_02_211114-134231_bem_dbf_elicit_1.wav	Kunuma ya mbwa kuli ifimuti nafi bungana pamo ifya katapa katapa	bem
34_5118_1_342_02_211114-125403_bem_004_elicit_0.wav	Ninshi balepembela?	nbl
2_474_1_22_02_211026-200324_bem_2a5_elicit_0.wav	Tulemoneka kwati elyofye twafyalwa icakuti tatulatampa na ukumona bwino.	
29_9607_3_292_02_220114-172735_bem_84b_elicit_1.wav	Cifwile na bashe ilaiti, elyo baambo ukuba kopa.	ngo
27_3285_3_272_02_211110-201258_bem_f07_elicit_1.wav	Eya mukwai elo iyi imbwa ilemoneka kwati ikali saana.	nya
17_7779_4_171_01_211109-054545_bem_947_elicit_2.wav	Limbi iyi ndeke naikwato ubwafya ubu muma kumbi.	toi
19_1373_3_192_02_211110-155158_bem_d8d_elicit_1.wav	Uyu shitata kwena ali shipa pantu amabimbi nayema kunuma yakwe uko kwati yalamusenda.	leh
18_8021_1_182_02_211109-104609_bem_433_elicit_0.wav	Uyu muntu alemoneka kwati kale acitampa ukukwela ulupili nomba nanaka.     .	bem
34_5006_0_341_01_211113-174024_bem_004_elicit_0.wav	Bashitata balebika ifyani pa cibaya.	nbl
33_4863_3_332_02_211110-121052_bem_b14_elicit_1.wav	epo eminine pali amapulanga ayo ba popa ayengi	nse
6_1443_1_62_02_211027-181301_bem_976_elicit_0.wav	Tulepeluka pakashimbi babika elyo tonse natupeka namolu pakutila twifika panshi.	bem
22_7845_4_221_01_211112-191602_bem_004_elicit_2.wav	ku lubali yakwe kuli Ica kufwala	nbl
29_9614_2_291_01_220112-211309_bem_9ff_elicit_1.wav	Umo ali na akatambala ku mushishi wakwe elyo umbi takwete.	bem
206_3_02_210929-171400_bem_dcc_elicit_1.wav	Elyo mu mutule waka ena icibumba cakulilwa nama tafwali eyo baoca bwino nomba cilemoneka ica fiko pantu tacapentwa	bem
37_5794_4_371_01_211111-162333_bem_5bb_elicit_2.wav	aba abana nabengila mumifolo iyo bembile	bem
31_4247_3_312_02_211110-102934_bem_83a_elicit_1.wav	Balemoneka elyo beshile tabalati batendeke ukupepa	
36_5599_3_362_02_211114-145405_bem_dbf_elicit_1.wav	Kunuma ya balumendo kuli abakashana batatu abalentamba ifilecitika, pakati ya maluba pali naumbi shitata eminine eka	bem
11_6443_4_111_01_211102-114128_bem_574_elicit_2.wav	Nainyata pali capeti iya kashikilila kabili naikwata  umushipi wa makumbi makumbi mumukoshi	bem
27_9088_4_271_01_211113-174704_bem_f07_elicit_2.wav	eya mukwai nabomfwa bwino elyo kabili umulumendo alemoneka alitemwa italanta lyakwe	nya
1_99_4_11_01_211030-113015_bem_cc3_elicit_2.wav	ili ishibikwa sana eico bonse amenso yantontele pali wene	toi
13_3209_2_131_01_211108-092328_bem_8cc_elicit_1.wav	Nampo aleikila nangu alenina,mukucimona alenina pantu alelolesha kumulu afwile ekoaleya	bem
17_7851_4_171_01_211109-123406_bem_947_elicit_2.wav	Ee cacine kabili kuntashi yakwe kuli acamana akakulu sana.	toi
9_2099_3_92_02_211026-133315_bem_901_elicit_1.wav	Bushe alecita finshi?	bem
21_1750_0_211_01_211111-111304_bem_83a_elicit_0.wav	bashi tata babili umo uwa fita inkanda balepanga ifyakulya ifyo bapangila muchitofu	
7_1629_2_71_01_170101-173134_bem_74d_elicit_1.wav	capala kwati shilecimfyanya ulubilo.	toi
19_7052_0_191_01_220118-101002_bem_524_elicit_0.wav	Umulumendo na umukashana baleitomona	bem
25_2838_1_252_02_211109-213046_bem_f08_elicit_0.wav	Bushe ili isitolo lintu bakulile nombalinefe mulici icikulwa icipya?	bem
17_7936_1_172_02_211110-215507_bem_e94_elicit_0.wav	Bushe uyu umwana umunono ali pakangalilo kamusango nshi?	nya
12_2796_3_122_02_211105-213135_bem_e3a_elicit_1.wav	efilenga ukuti beumfwa impepo	bem
14_7232_3_142_02_211112-154114_bem_5da_elicit_1.wav	Kanshi nabantu bonse abakabila ukulasambamo mukamana umu balatampa ukwisa.	toi
21_1913_4_211_01_211112-234532_bem_83a_elicit_2.wav	nalimo namayo ena alishibako kuli iyi ncende emulandu alelangila shitata	
8_5514_3_82_02_211104-214124_bem_901_elicit_1.wav	Umumana ukalamba!	bem
22_7724_3_222_02_211111-222733_bem_50c_elicit_1.wav	Insapato shakwe Shali fita noku Kashika	lam
27_3297_0_271_01_211110-172547_bem_0cc_elicit_0.wav	Abakashana batatu baletota nensansa saana.	leh
17_7952_0_171_01_211110-080010_bem_947_elicit_0.wav	Imbwa iyabuta pamubili ile angala yeka.	toi
37_5751_0_371_01_211110-181712_bem_5bb_elicit_0.wav	Ibuumba lya bantu mutanda liletola amapepala	bem
18_8077_3_182_02_211109-120742_bem_433_elicit_1.wav	Bafwile kale batampa ukwangalapo balibelela,pantu umuntu uwayapofye lelo teti akwanishe ukuiposa filya.	bem
29_9516_3_292_02_220112-155520_bem_84b_elicit_1.wav	Afwile naimba saana na ishiwi lya pa muulu eco esalile na menso.	ngo
32_4556_1_322_02_211111-084209_bem_947_elicit_0.wav	Bushe finshi ifyo umukashana uyu alecita mucikulwa ekele?	toi
32_4545_1_322_02_211111-075103_bem_947_elicit_0.wav	Uyu musungu nanina napamu tanto nafwala nakasote akakashika.	toi
12583_1_02_211103-011344_bem_142_elicit_0.wav	Cishinka sana alishibisha kale ayamba kabili alishiba ifya kulisha banjo elyo aleimba pacisebele.	bem
26_3050_4_261_01_211109-102658_bem_dcc_elicit_2.wav	Eee elo naposeshako saana namano pa kutila inchinga ilungame.	bem
33_4756_2_331_01_211109-161017_bem_c25_elicit_1.wav	aba abalumendo bafwele iputula sha buuta ne fyakumulu ifya kashika-kashika	nse
22_7809_3_222_02_211112-105009_bem_50c_elicit_1.wav	bakateya wamupila baingila mucibansa pamopene nabakalisha wabo	lam
29_3882_0_291_01_211114-181921_bem_433_elicit_0.wav	Umulumendo umo naiminina pambali ya cibumba aletininka napali lamya uku alepepa fwaka.	bem
18_8008_3_182_02_211108-133049_bem_433_elicit_1.wav	Amabula yauma nayafulisha,ninshi nikumpanga baitwele imbwa ine iyi?	bem
28_9370_0_281_01_220110-181000_bem_94f_elicit_0.wav	Imbwa shibili shile sundila pa cishimbi iciipi mumbali yamusebo.	ngo
33_4791_4_331_01_211109-190347_bem_c25_elicit_2.wav	Ukuboko kwakwe nakushintilila pe kufi lya kulu kwimine kabili naikata ka mashini akalefumya umulilo	nse
21_1739_4_211_01_211111-105134_bem_83a_elicit_2.wav	kwena kuti caba ngefyo fine musosele abashilika bafuna ku fyabo fimbi balatuma ukuya mukusopa umutende mu fyalo mwaba inkondo	
33_4866_3_332_02_211110-121836_bem_b14_elicit_1.wav	imbwa ekete intu yafitilila kabili nayasama kukanwa	nse
22_7855_4_221_01_211112-200157_bem_004_elicit_2.wav	ku mpela ya cani kuli ilinga ne fimuti	nbl
21_1874_2_211_01_211112-224351_bem_83a_elicit_1.wav	kabili mu mbali yamusebo balebutukila namwisula abantu abaleba tamba no kubalumbilisha	
17_7772_0_171_01_211109-052428_bem_947_elicit_0.wav	Namaayo na shitaata umusungu  bale shana amasha.	toi
18_8084_3_182_02_211109-113555_bem_433_elicit_1.wav	Imbwa shaliwama ukuteka inonshita,pantu shilacita fyonse washeba ngawalishisambilisha.	bem
17_6533_0_171_01_220111-222532_bem_9fd_elicit_0.wav	Shi tata na namayo nabekala panshi.	bem
16_6371_0_161_01_220111-132800_bem_5da_elicit_0.wav	Shi tata ale shana kunuma yakwe kuli nabalemulisisha ifilimba.	toi
18_12147_1_182_02_211110-112808_bem_433_elicit_0.wav	Umwinshi wine uyu shikulu bantu ekelepo ulemoneka kwati ni petempele panse.	bem
12_6691_3_122_02_211104-071308_bem_ce8_elicit_1.wav	Kabalwe na imbwa nafilamba saana	bem
14_7163_3_142_02_211112-130904_bem_5da_elicit_1.wav	Bushe cishinka ati abalewina apa bakayateya namabumba yambi panse yacalo?	toi
17_6560_3_172_02_220112-132550_bem_5da_elicit_1.wav	Kunuma yamwana kuli na icitunshi tunshi iciletabika.	toi
9_2003_0_91_01_211024-161924_bem_ebf_elicit_0.wav	abaume nabanakashi abengi bali panse nabashunguluka umwaume uuli pakati	bem
24_2542_0_241_01_211110-104022_bem_150_elicit_0.wav	Imbwa ya buta namabala ya fita ilepepeka ekobaikakile kuntambo.	bem
29_9584_1_292_02_220113-190529_bem_84b_elicit_0.wav	Kunuma nasamisha akaku lisha ku cibumba, bushe kuli ebo ale sosha?	ngo
6_5238_2_61_01_211029-093230_bem_976_elicit_1.wav	apa eminine palemoneka nakalimo ni pamuulu wa lupili elyo apali icitukutuku cakwe pali nelibwe ilikulu	bem
34_10865_0_341_01_220128-210024_bem_d0b_elicit_0.wav	Abaice batatu baleyangala chapamo umo nafwala na akasote nakaputula iya makumbimakumbi.	bem
18_11985_2_181_01_211113-182644_bem_5da_elicit_1.wav	Ee boi kumwenafye kuncende aliko na ifyakufwala afwele.	toi
28_3614_4_281_01_211112-193804_bem_d8d_elicit_2.wav	elyo kucibumba nakupentwa kwati nimpili namabula, cilepala kwati uyu umuputule balepangila abana abanono.	leh
16_6294_3_162_02_220108-191639_bmb_9fd_elicit_1.wav	Bushe cishinka ukuti imitengo nababwesha mumatuka yali pa mall iyi?	bem
33_4781_2_331_01_211109-183825_bem_c25_elicit_1.wav	kabili aba abakolochi abeminine balemoneka kwati balikwata icifulo icikulu mu chalo cabo pamo ngabukateka	nse
26_3188_4_261_01_211110-143534_bem_dcc_elicit_2.wav	Eee limbi eca lengele asangwe mumpanga yafimuti.	bem
7_1613_0_71_01_170101-060109_bem_74d_elicit_0.wav	icooni icafita cilepupuka.	toi
18_12062_4_181_01_211114-125244_bem_5da_elicit_2.wav	Ee boi walingika,ecilengele aba bantu kanshi ukuba abasansamuka ngananshi.	toi
18_12073_3_182_02_211110-095322_bem_433_elicit_1.wav	Elyo umulumendo wine uyu natekanya saana,cipalile kwati aleumfwa bwino ukwangala na iloba.	bem
22_7885_2_221_01_211112-211910_bem_004_elicit_1.wav	cilemoneka kwati bale imba	nbl
27_9031_1_272_02_211113-065914_bem_e72_elicit_0.wav	Aba batata baleipika, fimo nabepika kale nababika napambali.	leh
25_2796_4_251_01_211109-191749_bem_5da_elicit_2.wav	sana fye elo bonse balefwaya ukuya wina icikombe.	toi
27_3368_4_271_01_211111-130155_bem_e6d_elicit_2.wav	Mutupunda mulemoneka akasuba uyu umwana aleangala akasuba takala ingila apa naka balika	leh
15_3676_4_151_01_211027-130000_bem_8cc_elicit_2.wav	Kabili kuli na ifimuti ifingi nafishinguluka ing'anda.	bem
7_5253_3_72_02_170102-181954_bem_74d_elicit_1.wav	bushe imbwa iyi tayaonaule uyu umupila ilesumamo ameno?	toi
22_1961_3_222_02_211108-133209_bem_004_elicit_1.wav	Umulumendo nafwala icisote	nbl
1_3847_4_11_01_211105-230549_bem_cee_elicit_2.wav	nafwala necimpompo icakuicingilila kumutwe	bem
22_2100_2_221_01_211110-140605_bem_50c_elicit_1.wav	Kamela yakwe yali fita,	lam
6_1414_2_61_01_211027-091435_bem_53e_elicit_1.wav	Kunuma yakwe umulumendo kulemoneka abantu abengi abeminineko	bem
22_7816_0_221_01_211112-162729_bem_004_elicit_0.wav	kateiya wamupila  watenesi naba mwiya kubumba yabantu	nbl
16_6244_3_162_02_220104-201811_bem_15f_elicit_1.wav	Awe kanshi naciwama nganshi, bushe fishi baleshitisha kuncende yine iyi?	bem
38_11820_3_382_02_211114-161845_bem_f12_elicit_1.wav	Nalimo balasendelamo amakwebo aya ayalemoneka uku lubali kwa musebo.	bem
15_3639_3_152_02_211022-202433_bem_9ff_elicit_1.wav	Pa ntashi pali na impongolo iinono iyaisuka.	bem
24_2622_3_242_02_211109-103302_bem_150_elicit_1.wav	Kunuma yamwana kuli utumabwe utunono twabuta.	bem
34_5020_0_341_01_211113-181109_bem_004_elicit_0.wav	Akamwanakashi kali mu bwato pa mumana.	nbl
33_4881_2_331_01_211110-213339_bem_c25_elicit_1.wav	Babili pali aba abacaice bakashana, umo alemoneka uwacepako umushinku pa mubiye.	nse
22_2060_3_222_02_211109-114600_bem_004_elicit_1.wav	Kutali napo bali kulemoneka icushi.	nbl
37_11668_2_371_01_211114-143154_bem_5bb_elicit_1.wav	umukashana nafwala nama galashi	bem
15_7404_4_151_01_211027-125121_bem_9ff_elicit_2.wav	shilemoneka kwati shileangala	bem
35_5365_2_351_01_220117-152700_bem_ba5_elicit_1.wav	Elyo ici cine alekulula cilemoneka icapalako ku ngolofwani nangula ici kocikala.	bem
12_2813_2_121_01_211027-040640_bem_bd6_elicit_1.wav	ehe nai donsa na yabili ama bwato aya nono	lam
36_5559_3_362_02_211114-134759_bem_dbf_elicit_1.wav	Mumpanga umuli imbwa ifyani fyalyuma na utumuti utwauma utwa kontaika.	bem
14_7226_4_141_01_211112-140146_bem_f08_elicit_2.wav	Kwena eku toloka bale toloka umukashana no mulumendo uyu,bangala ca pamo nakonse basangwa bonse.	bem
27_3410_2_271_01_211111-170342_bem_6f4_elicit_1.wav	Pantu ukobali nakukaba saana akasuba elo tabali beeka	leh
457_0_01_211016-135617_bem_dcc_elicit_0.wav	Abana balipacangalo cakucinfyanya ica kubutuka ulubilo.	bem
22_7902_1_222_02_211112-220114_bem_50c_elicit_0.wav	ku numa yakwe kuli umulumendo na kwata banjo	lam
27_9143_1_272_02_211113-183011_bem_b15_elicit_0.wav	Utu utunama ma balloon ayatunama. Uku bali niku mall eko baleshitishila utu tuntu.	leh
17_6663_3_172_02_220112-174431_bem_5da_elicit_1.wav	Katalamukila kulemoneka abantu babili abeninine mupepi necimbaya mbaya bushe nabena ba bomba ku kampani aka?	toi
7_5413_2_71_01_211104-213530_bem_1e5_elicit_1.wav	bonse bali nefyakaba ifyampepo	bem
22_7754_4_221_01_211112-112512_bem_004_elicit_2.wav	umukashana nafwala ne fya makumbi-makumbi	nbl
7_1658_0_71_01_170101-204225_bem_74d_elicit_0.wav	imbwa iyakashikila ilebutuka pamenshi.	toi
34_5005_4_341_01_211113-173827_bem_004_elicit_2.wav	Umukashana  aleumfwa bwino  ukusamba pakashiba.	nbl
31_10007_0_311_01_220129-083657_bem_c25_elicit_0.wav	umwana umwaume uwabuute nkanda, uwayemba naiminina naikata kumutwe.	bem
8_1910_0_81_01_211031-092935_bem_abe_elicit_0.wav	Ifyuni nafikala pa cibumba	bem
33_4856_0_331_01_211110-004059_bem_c25_elicit_0.wav	Umwaume uwa nkanda ya buuta ali ku ncende ukuli abantu kabili nakufita	nse
28_9390_4_281_01_220110-200409_bem_94f_elicit_2.wav	Ku kuboko iya kukuso kuli mbale iya buta ne caku lilako mukati. Cifwile alelya uku ale bomba.	ngo
27_3310_4_271_01_211110-180404_bem_0cc_elicit_2.wav	Kabili bacilafwaya baleeya epo bengaba beka ekuya pebwato bomfwe bwino nokushimika kwabula umuntu umbi ukumfwako	leh
29_3792_1_292_02_211114-091219_bem_a9e_elicit_0.wav	utu tulumendo tulemoneka kwati twafuma mukuswa yembe tulefwaya ukuya mukushitisha.	bem
15_3696_2_151_01_211028-181102_bem_8cc_elicit_1.wav	Naipindamika na ukuulu kwa ku kulyo pa kuulu kwa ku kuso.	bem
28_3484_0_281_01_211111-153724_bem_d8d_elicit_0.wav	kacimfyanya wama honda naiminina kumbali ya honda yakwe iyafita.	leh
1_3844_0_11_01_211105-225918_bem_cee_elicit_0.wav	abaice Bali mucibansa camupila,baleteya umupila	bem
28_9266_0_281_01_220108-184036_bem_94f_elicit_0.wav	Ama bumba yabili yali mu cibansa bale cimfyanya muku teyo umupila.	ngo
19_1310_1_192_02_211110-075806_bem_d8d_elicit_0.wav	kunuma yambwa iyi kulemoneka icapala insalu iyakashika	leh
21_7659_3_212_02_220115-191844_bem_62a_elicit_1.wav	kuti yaba nikamela kabili kwaliba yalya ayabomba napamenshi	bem
4_4658_1_42_02_211031-151822_bem_5a5_elicit_0.wav	Uyu umulumendo uwikele ale tontonkanya nakwata nakachola naka botolo aka ameenshi panshi pambali yakwe.	bem
38_11856_2_381_01_211114-165821_bem_ba5_elicit_1.wav	Uyu nafwala ifyakuicingilila ifingi elyo nabikishako amano. Talemoneka nga uwishile mukwangalafye.	bem
18_6796_1_182_02_220117-083916_bem_5bb_elicit_0.wav	Utu tubwa tuli na mafufu ayengi pamubili.	bem
17_6551_4_171_01_220112-185331_bem_9fd_elicit_2.wav	Nombwato bakwelelmo bulemoneka ubwa kashikila.	bem
1_3992_1_12_02_211104-170108_bem_2a5_elicit_0.wav	umwaume nafwala ichisote ichabuta elyo  Ali pamulu wachibumba epo aleshelela	
27_9139_1_272_02_211113-182132_bem_b15_elicit_0.wav	Batata balasunga ama horse, apabali pali yabili ayakulu saana.	leh
28_3528_4_281_01_211112-154733_bem_d8d_elicit_2.wav	mumbao ishi namupita shimbi imbao ishakashika.	leh
7_5420_0_71_01_211104-232834_bem_1e5_elicit_0.wav	akamukashana nemishishi yabomba kaleyangala mumenshi	bem
26_8887_1_262_02_211112-115547_bem_dcc_elicit_0.wav	Ndemona alebika muli cimashini icakuwasishamo alefwaya ukuwasha ifyakufwala.	bem
16_6344_4_161_01_220111-115536_bem_5da_elicit_2.wav	Emukwai na namayo umo ulenda kumbali ya cimbayambaya ca buta alendela pamo nabana babili.	toi
30_9947_2_301_01_220125-220712_bem_c25_elicit_1.wav	Iyi motoka ilasenda abantu ukubatwala uko balefwaya ukuya.	bem
22_2099_3_222_02_211109-180455_bem_004_elicit_1.wav	Ku numa yakwe kuli utu luba tu nono	nbl
22_7726_1_222_02_211111-223225_bem_50c_elicit_0.wav	Umulumendo umo ale lisha banjo ya kashika	lam
2_311_1_22_02_211026-055913_bem_2a5_elicit_0.wav	Umo umwaume nafwala nangula naifimba insalu yakashika elo umbi aifimbile insalu ya makumbi makumbi.	
17_7901_0_171_01_211110-061338_bem_947_elicit_0.wav	Abasungu namayo na shitata bale enda.	toi
13_6957_2_131_01_211031-151328_bem_9ed_elicit_1.wav	Uyu uli kunuma alemoneka alekonkamo umunankwe mukutoloka	nya
14_7237_3_142_02_211112-154858_bem_5da_elicit_1.wav	Kanshi ekwikala akabungwe pamo uku baikala ukuti basale ukuya tungulula ukusambilila nababomfi bakucalo kumbi?	toi
28_9216_4_281_01_220107-183213_bem_94f_elicit_2.wav	Efyo cile moneka	ngo
12576_1_02_211103-005534_bem_142_elicit_0.wav	Uyu kabalwe munoono sana, pantu bakabalwe balakula icakuti balalepa nokulepa, nomba uyu kabalwe mwana.	bem
21_1719_4_211_01_211111-095758_bem_83a_elicit_2.wav	cacine ilingi line bakemba tabafula iyo babafye abalinga pakuti imibombele yabo ingaba bwino	
30_4147_2_301_01_211110-152737_bem_654_elicit_1.wav	Aleemoneka uwanaka atemwa uwalwalilia.	bem
26_8848_3_262_02_211112-091607_bem_dcc_elicit_1.wav	Cishinka eco nangula nakafitemwa saana ifyakulya fine.	bem
22_2033_2_221_01_211109-223218_bem_50c_elicit_1.wav	Naba onda umutando ku cimuti	lam
12771_2_01_211103-175727_bem_a35_elicit_1.wav	Lulemoneka bwino kabili lulemoneka kwati nakalimo nalo lulesela ilyo alecofa iyi incinga ala paba ulunkoto ulusuma.	bem
28_9434_2_281_01_220111-100439_bem_94f_elicit_1.wav	Ni cinshi afwele mu mukoshi?	ngo
38_11864_2_381_01_211114-170846_bem_ba5_elicit_1.wav	Uyu mucanga uo umumana usenda elyo waisa utulika mu mbali nga ifi.	bem
6_5172_4_61_01_211029-062600_bem_976_elicit_2.wav	kwena kuti caba ati balesansamusha ibumba pantu akatalamukila kulemoneka ilinga nabantu abeminine kumbali cipalile baletamba ifyo baleimba nokushana.	bem
11_2561_4_111_01_211025-202642_bem_574_elicit_2.wav	Ee, walanda bwino, elyo kabili uku kwine kululamba kuli ne fimabwe fimbi ifyaba mupepi sana na bemba.	bem
36_5485_3_362_02_211113-125126_bem_dbf_elicit_1.wav	Pannuma yabale tolokela mumenshi pali abantu abeminine na babika nama boko kunnuma elyo nabantu abengi abaletamba	bem
27_3335_4_271_01_211110-203148_bem_0cc_elicit_2.wav	Cishinka elo kumbali yamusebo kuli motoka iyi bikilwefye taileenda	leh
2_434_3_22_02_211026-172916_bem_2a5_elicit_1.wav	Imbwa nalimo kuli ico ilebutuka icilengele yumfwe umwenso.	
33_10566_3_332_02_220202-054144_bem_b8a_elicit_1.wav	Bushe ni finshi ifyo abaume babili abali mu muulu abakwetwe nefya kushelemukilako pameenshi makasa bafwele elyo finshi balecita?	bem
27_3339_1_272_02_211111-105325_bem_f07_elicit_0.wav	Cilepala kwati nikuncende ukwakwangalila..	nya
26_3060_0_261_01_211109-122046_bem_dcc_elicit_0.wav	Cilumendo uyu ali pali honda alebutusha saana.	bem
