pair_id	image	sentence_id	image_id	audio_id	sentence	translation	speaker_id	gender	duration	sample_rate	audio_format	recording_lang	native_lang
22.0	2220993	2	4011573507.jpg	22_2099_3_222_02_211109-180455_bem_004_elicit_1.wav	Ku numa yakwe kuli utu luba tu nono	There are tiny flowers behind him.	222	female	3.335	16000	vnd.wave	bem	nbl
22.0	2277261	2	7391692544.jpg	22_7726_1_222_02_211111-223225_bem_50c_elicit_0.wav	Umulumendo umo ale lisha banjo ya kashika	One of them is playing a red guitar	222	male	4.129	16000	vnd.wave	bem	lam
2.0	23111	2	3330333217.jpg	2_311_1_22_02_211026-055913_bem_2a5_elicit_0.wav	Umo umwaume nafwala nangula naifimba insalu yakashika elo umbi aifimbile insalu ya makumbi makumbi.	one of the men has covered himself with a red piece of clothing and the other with a blue piece of clothing	22	male	9.528	16000	vnd.wave	bem	
17.0	1779010	1	2241768909.jpg	17_7901_0_171_01_211110-061338_bem_947_elicit_0.wav	Abasungu namayo na shitata bale enda.	A white woman and man are walking.	171	male	5.422000000000001	16000	vnd.wave	bem	toi
13.0	1369572	1	2907244809.jpg	13_6957_2_131_01_211031-151328_bem_9ed_elicit_1.wav	Uyu uli kunuma alemoneka alekonkamo umunankwe mukutoloka	It seems the one behind also wants to join in sliding down.	131	male	6.102	16000	vnd.wave	bem	nya
14.0	1472373	2	3527682660.jpg	14_7237_3_142_02_211112-154858_bem_5da_elicit_1.wav	Kanshi ekwikala akabungwe pamo uku baikala ukuti basale ukuya tungulula ukusambilila nababomfi bakucalo kumbi?	They are in a meeting to decide who is goin to facilitate the training with other workers from different countries.	142	male	8.757	16000	vnd.wave	bem	toi
28.0	2892164	1	4609342954.jpg	28_9216_4_281_01_220107-183213_bem_94f_elicit_2.wav	Efyo cile moneka	That's how it seems.	281	male	2.268	16000	vnd.wave	bem	ngo
	125761	2	7775061978.jpg	12576_1_02_211103-005534_bem_142_elicit_0.wav	Uyu kabalwe munoono sana, pantu bakabalwe balakula icakuti balalepa nokulepa, nomba uyu kabalwe mwana.	It is a small horse because horses usually are tall and big but this one is small.	12	male	10.164	16000	vnd.wave	bem	bem
21.0	2117194	1	3319737840.jpg	21_1719_4_211_01_211111-095758_bem_83a_elicit_2.wav	cacine ilingi line bakemba tabafula iyo babafye abalinga pakuti imibombele yabo ingaba bwino	this is true of many others singing crews. they srw usually just a limited number for the singing to go smoothly.	211	female	7.0329999999999995	16000	vnd.wave	bem	
30.0	3041472	1	2116381816.jpg	30_4147_2_301_01_211110-152737_bem_654_elicit_1.wav	Aleemoneka uwanaka atemwa uwalwalilia.	He looks like a weakly or sickly.	301	male	5.49	16000	vnd.wave	bem	bem
26.0	2688483	2	6861959009.jpg	26_8848_3_262_02_211112-091607_bem_dcc_elicit_1.wav	Cishinka eco nangula nakafitemwa saana ifyakulya fine.	that's very true, or the child loves the food they have given it.	262	male	5.354	16000	vnd.wave	bem	bem
22.0	2220332	1	3801479828.jpg	22_2033_2_221_01_211109-223218_bem_50c_elicit_1.wav	Naba onda umutando ku cimuti	there's a ladder close to the tree	221	male	4.628	16000	vnd.wave	bem	lam
	127712	1	3502993968.jpg	12771_2_01_211103-175727_bem_a35_elicit_1.wav	Lulemoneka bwino kabili lulemoneka kwati nakalimo nalo lulesela ilyo alecofa iyi incinga ala paba ulunkoto ulusuma.	It is looking very nice and it is like it is also moving as he is riding the bicycle. There is very nice grass here.	11	male	9.097	16000	vnd.wave	bem	bem
28.0	2894342	1	5712029145.jpg	28_9434_2_281_01_220111-100439_bem_94f_elicit_1.wav	Ni cinshi afwele mu mukoshi?	What has she worn on her neck?	281	male	2.609	16000	vnd.wave	bem	ngo
38.0	38118642	1	1160841776.jpg	38_11864_2_381_01_211114-170846_bem_ba5_elicit_1.wav	Uyu mucanga uo umumana usenda elyo waisa utulika mu mbali nga ifi.	This sand is taken by the river and then brought back and heaped on the side like this.	381	male	6.034	16000	vnd.wave	bem	bem
6.0	651724	1	3687995245.jpg	6_5172_4_61_01_211029-062600_bem_976_elicit_2.wav	kwena kuti caba ati balesansamusha ibumba pantu akatalamukila kulemoneka ilinga nabantu abeminine kumbali cipalile baletamba ifyo baleimba nokushana.	It can be that she is entertaining them because at a distance there is a fence surrounding the people that are watching her sing.	61	male	15.835	16000	vnd.wave	bem	bem
11.0	1125614	1	2102360862.jpg	11_2561_4_111_01_211025-202642_bem_574_elicit_2.wav	Ee, walanda bwino, elyo kabili uku kwine kululamba kuli ne fimabwe fimbi ifyaba mupepi sana na bemba.	True, there is are alot of stones at the beach near the sea.	111	female	8.167	16000	vnd.wave	bem	bem
36.0	3654853	2	7664337844.jpg	36_5485_3_362_02_211113-125126_bem_dbf_elicit_1.wav	Pannuma yabale tolokela mumenshi pali abantu abeminine na babika nama boko kunnuma elyo nabantu abengi abaletamba	behind the people jumping into the water, there are people standing with their hands behind and other people watching	362	female	14.883	16000	vnd.wave	bem	bem
27.0	2733354	1	3888575744.jpg	27_3335_4_271_01_211110-203148_bem_0cc_elicit_2.wav	Cishinka elo kumbali yamusebo kuli motoka iyi bikilwefye taileenda	That's true and on the side of te road is a parked car.	271	female	7.122999999999999	16000	vnd.wave	bem	leh
2.0	24343	2	2707244524.jpg	2_434_3_22_02_211026-172916_bem_2a5_elicit_1.wav	Imbwa nalimo kuli ico ilebutuka icilengele yumfwe umwenso.	The dog seems to be running towards something.	22	male	6.443	16000	vnd.wave	bem	
33.0	33105663	2	3319405494.jpg	33_10566_3_332_02_220202-054144_bem_b8a_elicit_1.wav	Bushe ni finshi ifyo abaume babili abali mu muulu abakwetwe nefya kushelemukilako pameenshi makasa bafwele elyo finshi balecita?	What are these two in the air on their skateboards doing?	332	male	10.254	16000	vnd.wave	bem	bem
27.0	2733391	2	486712504.jpg	27_3339_1_272_02_211111-105325_bem_f07_elicit_0.wav	Cilepala kwati nikuncende ukwakwangalila..	It looks like it's a play park.	272	male	3.72	16000	vnd.wave	bem	nya
26.0	2630600	1	2489602993.jpg	26_3060_0_261_01_211109-122046_bem_dcc_elicit_0.wav	Cilumendo uyu ali pali honda alebutusha saana.	This man on a motor bike is riding it fast.	261	male	5.422000000000001	16000	vnd.wave	bem	bem
12.0	1266430	1	1110208841.jpg	12_6643_0_121_01_211105-183424_bem_9ed_elicit_0.wav	Imbwa iletoloka necintu cakwangasha mukanwa	the dog is playing with a Playing toy on its mouth	121	male	4.356	16000	vnd.wave	bem	nya
29.0	2994571	2	1945939774.jpg	29_9457_1_292_02_220111-122320_bem_94f_elicit_0.wav	Ale moneka kwati ale cita icangalo pantu nafwala amakalashi aya fita elyo uku ku ncende ali kule moneka kwali bushiku	it looks like he is playing a game and it looks like it's night time.	292	male	9.052	16000	vnd.wave	bem	ngo
14.0	1472283	2	3520869880.jpg	14_7228_3_142_02_211112-153048_bem_5da_elicit_1.wav	Abati abafyashi bakwe bali kuncito bamushile nomubomfi wapa nganda,nomba kwena alamuleka umwana alesangwa eka panse.	Her parents have gone for work so they left her with the maid but then she has left her to be alone outside.	142	male	9.369	16000	vnd.wave	bem	toi
5.0	511794	1	434792818.jpg	5_1179_4_51_01_211102-091045_bem_e3a_elicit_2.wav	Kuli motoka iilepita mumusebo iili akatalamukila napeminine umulumendo nomukashana.	there is a vehicle that is passing at distance from where a man and a woman are standing	51	female	6.76	16000	vnd.wave	bem	bem
33.0	3348204	1	429497076.jpg	33_4820_4_331_01_211109-215201_bem_c25_elicit_2.wav	Icikulwa cilemoneka ica busaka kabili kulemoneka abantu babili abekele pa mipando ku numa ya baume bafwele ama suti	This building looks very clean and they are two people sited behind the men wearing suits are	331	female	15.609000000000002	16000	vnd.wave	bem	nse
20.0	2073814	1	732446750.jpg	20_7381_4_201_01_220116-201757_bem_62a_elicit_2.wav	umo bali mulemoneka amatipa elyo kunse yalupango kuli ifimuti	there's mud where they are and there are trees outside the fence	201	female	6.692	16000	vnd.wave	bem	bem
32.0	3246541	2	609358708.jpg	32_4654_1_322_02_211112-094002_bem_947_elicit_0.wav	nafwala umwingila na itoloshi fyonse na ilangi limoline	He is putting on clothes with the same color.	322	male	7.667999999999999	16000	vnd.wave	bem	toi
21.0	2119050	1	3349396565.jpg	21_1905_0_211_01_211112-233421_bem_83a_elicit_0.wav	abana abalumendo ba mwenye bale angala ubwangalo ubwa kuma akamupila akanono nembao yakubashilila iyatelela bwino kumbali yali bemba	some young indian boys are playing with a small ball along a sea shore	211	female	9.143	16000	vnd.wave	bem	
9.0	959943	2	2894008505.jpg	9_5994_3_92_02_211029-205944_bem_ebf_elicit_1.wav	Ali mupepi na icibumba cili Ku kulyo kwakwe no mutanto uutali saana.	she is near a wall that is on her left and there is also a really tall ladder.	92	female	7.532	16000	vnd.wave	bem	bem
24.0	2425224	1	7862746246.jpg	24_2522_4_241_01_211110-094810_bem_150_elicit_2.wav	Ifisote bafwele umulumendo nomukashana fintu fya buta.	They are putting on white helmets.	241	female	4.582	16000	vnd.wave	bem	bem
26.0	2629911	2	319379660.jpg	26_2991_1_262_02_211109-103243_bem_8f1_elicit_0.wav	Ale shitisha ifya pusana pusana ifyapala ifisabo nemi salu.	She is selling different kinds of staffs like fruits and vegetables.	262	male	5.059	16000	vnd.wave	bem	bem
14.0	1432902	1	69189650.jpg	14_3290_2_141_01_211103-213256_bem_ebf_elicit_1.wav	Naikwata nakantu akali nelangi lya umutuntula.	It has a yellow object.	141	female	4.9	16000	vnd.wave	bem	bem
11.0	1162621	2	3417231408.jpg	11_6262_1_112_02_211101-162335_bem_574_elicit_0.wav	Elyo kabili uyu mwaume naiminina ku mbaula iyo bapanga bwino ne lata elo kabilil muli umulilo muli iyi mbaula iyakwata ne cakuntunkulamo mukati.	He is standing next to a well designed brazier that has fire in it and a metallic object he is using in the fire.	112	female	5.2860000000000005	16000	vnd.wave	bem	bem
27.0	2791453	2	338415742.jpg	27_9145_3_272_02_211113-183317_bem_b15_elicit_1.wav	Pali utubokoshi twa mpendwa shapusana pusana.	they are boxes with different numbers on them	272	female	4.923	16000	vnd.wave	bem	leh
14.0	1470011	2	2374179071.jpg	14_7001_1_142_02_211111-093027_bem_5da_elicit_0.wav	Bushe uyu shitaata nalobapo isabi ilili lyonse lelo?	Has this man caught any fish today?	142	male	4.1739999999999995	16000	vnd.wave	bem	toi
22.0	2278381	2	3525098211.jpg	22_7838_1_222_02_211112-121629_bem_50c_elicit_0.wav	ale bomfya icipe ukwimba icishima	he is using some tools to dig it	222	male	3.834	16000	vnd.wave	bem	lam
22.0	2277142	1	4931443661.jpg	22_7714_2_221_01_211112-075253_bem_004_elicit_1.wav	Nafwala ishati ya mishila	He is wearing a striped shirt	221	female	2.541	16000	vnd.wave	bem	nbl
15.0	1536291	2	1334892555.jpg	15_3629_1_152_02_211022-195324_bem_9ff_elicit_0.wav	Bonse babili bali na ifisote ifilemoneka ifyakosa ku mitwe kukucingilila umutwe.	Both have helmets to protect their heads.	152	female	6.488	16000	vnd.wave	bem	bem
28.0	2892762	1	2078665663.jpg	28_9276_2_281_01_220108-194448_bem_94f_elicit_1.wav	Ale moneka kwati ale lolesha abale kopa ici icikope.	He seems to be looking at the person who took this photo.	281	male	5.331	16000	vnd.wave	bem	ngo
28.0	2892270	1	3407556347.jpg	28_9227_0_281_01_220108-125624_bem_94f_elicit_0.wav	Umwaume no mwanakashi nabe minina muka suba baleitomona.	A man and a woman are standing in the sun while kissing.	281	male	4.923	16000	vnd.wave	bem	ngo
31.0	3142434	1	4944827656.jpg	31_4243_4_311_01_211109-220143_bem_85e_elicit_2.wav	Tabakwete nenshita yakusakamana ifibashingulwike.	They do not have any time to be concerned with the things happening around them.	311	male	3.993	16000	vnd.wave	bem	bem
7.0	753083	2	3156991513.jpg	7_5308_3_72_02_170101-042202_bem_74d_elicit_1.wav	elo alecofa incinga ukwafita uyu muntu capala kwati nabwila.	He is riding a bicycle in the dark, it is in the night.	72	female	6.102	16000	vnd.wave	bem	toi
27.0	2791203	2	2726834392.jpg	27_9120_3_272_02_211113-155410_bem_b15_elicit_1.wav	Awe nakalya, afwelefye akaputula elo mukalamba saana nabantu baletamba.	he is only wearing an underwear even though he is an adult and people are watching	272	female	7.917000000000001	16000	vnd.wave	bem	leh
7.0	716933	2	2682194299.jpg	7_1693_3_72_02_211031-142000_bem_40e_elicit_1.wav	pakutoloka naitulumuna namenso elo futi nayasama nakanwa	This dog has opened its eyes wide and its mouth is open as it jumps.	72	female	6.329	16000	vnd.wave	bem	bem
7.0	752523	2	3393152604.jpg	7_5252_3_72_02_170102-020410_bem_74d_elicit_1.wav	ee ni umomwine wasosela, ilefwaya ukusumamo.	Yes it wants to bite it.	72	female	7.94	16000	vnd.wave	bem	toi
14.0	1470380	1	3401039304.jpg	14_7038_0_141_01_211111-091436_bem_f08_elicit_0.wav	Bashi tata babili naba namayo babili nabekala patupuna kumpili nacilongoma pantanshi yabo.	Two men and two women are seated on chairs on the mountain cliff, in front of them is a ditch.	141	female	10.141	16000	vnd.wave	bem	bem
27.0	2791611	2	859620561.jpg	27_9161_1_272_02_211113-190538_bem_b15_elicit_0.wav	Ifi fintu isumine fyakwangasha. Apa ili kuli ebo ileangala nabo eba posele kuti itoloke ikata.	it has a toy, it is playing with some people that's why it's trying to catch a toy	272	female	10.277	16000	vnd.wave	bem	leh
32.0	32102523	2	526661994.jpg	32_10252_3_322_02_220120-185916_bem_b40_elicit_1.wav	Bushe iyi Imbwa iilebutuka ulubilo mumpaanga yekafye ilemoneka shani?	How is this dog that is running alone in the forest looking?	322	female	8.552999999999999	16000	vnd.wave	bem	bem
10.0	1062273	2	3084034954.jpg	10_6227_3_102_02_211102-144650_bem_ddd_elicit_1.wav	kunuma yabo kuli nefintu fileyaka  kwati filaiti	Behind them, there are things shining like lights	102	male	6.057	16000	vnd.wave	bem	bem
32.0	3244651	2	4968714648.jpg	32_4465_1_322_02_211110-183022_bem_947_elicit_0.wav	Eee ili ituka ilili kunuma yakwe nalikwata icipendwa ikumi limo na butatu.	Yes the shop behind her has number thirteen.	322	male	12.614	16000	vnd.wave	bem	toi
28.0	2894483	2	4967971683.jpg	28_9448_3_282_02_220105-133452_bem_9ff_elicit_1.wav	Elyo ku mpela lubali kulemoneka amacinga ayengi ayo beminike.	On one side, there are a lot of bicycles.	282	female	6.284	16000	vnd.wave	bem	bem
29.0	2938554	1	3023296051.jpg	29_3855_4_291_01_211114-192148_bem_433_elicit_2.wav	Ee boi kuncende shimoneka ifi ubwalwa bwingi busangwako kaili abantu balomfwa ukusansamukako nabanabo.	Yes such places usuually have beer because people want to have fun with their friends.	291	male	11.343	16000	vnd.wave	bem	bem
12.0	1267462	1	3120953244.jpg	12_6746_2_121_01_211107-072542_bem_9ed_elicit_1.wav	Uuli kuntashi mwaume	the one in front is a boy	121	male	3.153	16000	vnd.wave	bem	nya
16.0	1662470	1	2512447018.jpg	16_6247_0_161_01_220110-143720_bem_5da_elicit_0.wav	Umwana umulumendo alelya ukubomfya spooni, kunuma yakwe kuli nabalumendo babili abale mulolesha.	A child is eating food with a spoon behind him there are two men looking at him.	161	male	6.942	16000	vnd.wave	bem	tog
37.0	3758914	1	7656601.jpg	37_5891_4_371_01_211112-140520_bem_5bb_elicit_2.wav	Cilemoneka ninshita yakasuba eco akasuba nakabalika elyo nefyoni fyapali bemba fileangalila mupepi necibwato.	It looks like it is daytime since the sun ois shining and sea birds are playing near the ship.	371	male	10.095	16000	vnd.wave	bem	bem
19.0	1912552	1	5583280537.jpg	19_1255_2_191_01_211108-191034_bem_665_elicit_1.wav	Umo nakontama, umbi nafukama, elyo uupalamene na kakopa wacikope nasunsumana alelolesha ababiye.	One has bent over, the other is kneeling while another is squatting looking at the others.	191	male	10.345	16000	vnd.wave	bem	bem
16.0	1675774	1	54501196.jpg	16_7577_4_161_01_170101-092339_bem_74d_elicit_2.wav	awe abasungu bali belela ukulenga umwenso ukupwa	White people are used that is why they are not scared.	161	female	5.785	16000	vnd.wave	bem	toi
32.0	3245131	2	2440309761.jpg	32_4513_1_322_02_211111-071506_bem_947_elicit_0.wav	Eee elyo nabafwala na ifyakufwala ifyakuteyelamo umupila ifyapalana.	Yes they are even putting on same jerseys for playing in them.	322	male	9.664	16000	vnd.wave	bem	toi
26.0	2630141	2	2956811273.jpg	26_3014_1_262_02_211109-114109_bem_8f1_elicit_0.wav	Ndemona kwati aba abalumendo ba tandalile abashilika kumyabo nangu abashilika eba tandalile ababambi bashitata.	I think these men visited the soldiers at their camp or it's the soldiers that visited these men.	262	male	9.869	16000	vnd.wave	bem	bem
34.0	3449844	1	2471974379.jpg	34_4984_4_341_01_211113-163123_bem_004_elicit_2.wav	Bashitata balesefya ubutungwa pafi  tuukatuuka ne mendela yacalo.	The gentlemen are celebrating their day of independence while on their motorcycles with their country's flag.	341	female	5.853	16000	vnd.wave	bem	nbl
17.0	1766850	1	3149185449.jpg	17_6685_0_171_01_220115-102221_bem_9fd_elicit_0.wav	Abalumendo basano nabeminina muci kulwa baleseka.	Four men are standing in a room while laughing,	171	female	4.537	16000	vnd.wave	bem	bem
32.0	32103340	1	4943694034.jpg	32_10334_0_321_01_220121-092231_bem_b8a_elicit_0.wav	Umwanakashi uwa mushishi uutali aleenda  munshita ya kasuba.	A woman with long hair is walking in the afternoon.	321	male	8.78	16000	vnd.wave	bem	bem
19.0	1912892	1	2937178897.jpg	19_1289_2_191_01_211108-213907_bem_665_elicit_1.wav	Uyu wine musebo katwishi nga walepa shani, pakuti bekatilile mpaka ukufika?	I don't know how far this road goes for them to hold on and till when?	191	male	6.647	16000	vnd.wave	bem	bem
21.0	2119310	1	3621649810.jpg	21_1931_0_211_01_211113-000724_bem_83a_elicit_0.wav	Namayo umo naininina ku mbali ya bemba ninshi akasuba kali mukuwa	 A woman is standing along a sea shore around sunset	211	female	4.696000000000001	16000	vnd.wave	bem	
31.0	31100063	2	482098572.jpg	31_10006_3_312_02_220128-182010_bem_eb0_elicit_1.wav	Bushe mumbali ya uyu umumana apali uyu umwaume  mulemoneka  shani?	How are the ends of this river where this man is looking like?	312	female	9.165	16000	vnd.wave	bem	bem
7.0	715810	1	35506150.jpg	7_1581_0_71_01_170101-024010_bem_74d_elicit_0.wav	umwaume naikala pamupando wepulanga mumpanga, nafwala na icampepo cakashika.	A man wearing a red jumper is sitting  on a wooden chair in the bush.	71	female	8.326	16000	vnd.wave	bem	toi
28.0	2834700	1	4927180699.jpg	28_3470_0_281_01_211111-151259_bem_d8d_elicit_0.wav	namayo wabuta inkanda nafimbana kumutwe ishati lyakatapa katapa nefya buta, cilepala kwati aleicingilila kukasuba.	A light skinned lady is covering her head a green coat with white, she is like preventing the sun.	281	female	8.621	16000	vnd.wave	bem	leh
37.0	37116920	1	3262185149.jpg	37_11692_0_371_01_211114-153937_bem_5bb_elicit_0.wav	umulumendo alelisha kabanjo akanono	A man is playing  violin	371	male	4.537	16000	vnd.wave	bem	bem
29.0	2938053	2	2808285842.jpg	29_3805_3_292_02_211114-102300_bem_a9e_elicit_1.wav	ee boi ubushiku ubu bulaba ubwa nsansa saana,tekubaleupana bekafye iyo lelo nakuli balupwa.	This is such a joyous day not only to the couple but also to the family.	292	female	7.055	16000	vnd.wave	bem	bem
22.0	2277473	2	202174998.jpg	22_7747_3_222_02_211111-234855_bem_50c_elicit_1.wav	bambi bali pamulu pa lupili bale donsa  aba nabo ukunina netambo	others are on top of the mountain playing tag of war with their friends	222	male	8.167	16000	vnd.wave	bem	lam
32.0	3246283	2	5847006092.jpg	32_4628_3_322_02_211112-084957_bem_947_elicit_1.wav	Balipo nabafyashi abekele pacipuna balenga na ipepala	They are with their parents who are sitted on the chair reading a news paper.	322	male	7.327999999999999	16000	vnd.wave	bem	toi
17.0	1778694	1	2511019188.jpg	17_7869_4_171_01_211109-132419_bem_947_elicit_2.wav	Ee kwena ico cacine pantu imbwa iyili pantashi naitoloka namimwela ilyo iyili munuma ilekonka.	Yes that's true because this dog infront has jumped while the one behind is following.	171	male	15.382	16000	vnd.wave	bem	toi
32.0	3246172	1	3522000960.jpg	32_4617_2_321_01_211112-170748_bem_e94_elicit_1.wav	naya amenshi mumumana nayema kabili naya mukupikila	There is a wave of water on sea which is covering him.	321	female	4.401	16000	vnd.wave	bem	nyj
33.0	33106944	1	4669195215.jpg	33_10694_4_331_01_220325-075854_bem_c25_elicit_2.wav	Uyu Umwanakashi cipalile kwati Pali ifyo alekopa pantu nakwata icakukopelako icinono kabili icafiita	This lady looks like there is something she is taking photographs because she is holding a small black camera.	331	male	11.207	16000	vnd.wave	bem	bem
1.0	1602	1	3504158556.jpg	1_60_2_11_01_211030-102413_bem_cc3_elicit_1.wav	abalumendo balesenda ifikope , umo nalolesha kuntanshi nelyo babili nabalokeshanya.	they are taking photographs. one of them is facing in front while the other two are staring at each other.	11	male	8.666	16000	vnd.wave	bem	toi
17.0	1777863	2	3517362674.jpg	17_7786_3_172_02_211109-123528_bem_e94_elicit_1.wav	Ee kaili aleputa umwela paka punda kakamuti.	Yes because it's blowing air on a stick's hole.	172	female	6.443	16000	vnd.wave	bem	nya
34.0	3451293	2	2853743795.jpg	34_5129_3_342_02_211114-131834_bem_004_elicit_1.wav	Umulumendo napapa ifyo kalebutuka nokutoloka akabwa .	The young man is amazed at how the dog is prancing around.	342	female	5.104	16000	vnd.wave	bem	nbl
31.0	3142373	2	6194677011.jpg	31_4237_3_312_02_211110-101514_bem_83a_elicit_1.wav	Nabikako saana amano kuli iyi ncinto alebomba pakuti amone ifyacishinka.	She is focused on the job so that she can see clearly.	312	female	5.15	16000	vnd.wave	bem	
18.0	18119614	1	2932740428.jpg	18_11961_4_181_01_211111-095926_bem_eda_elicit_2.wav	Fwebamwenso kanshi kulatambilafye apatali,pantu kuti twapunda nga umwana batana ubwali.	If it were some of us who are basophobic it would not be things, the way we would mourn for nsima like a child.	181	male	6.465	16000	vnd.wave	bem	bem
8.0	818823	2	2144049642.jpg	8_1882_3_82_02_211031-050141_bem_ce8_elicit_1.wav	Alicenjela ifyo aleleenga ubusaka	She seems to know how to draw very well.	82	male	4.401	16000	vnd.wave	bem	bem
15.0	1574573	2	3532761259.jpg	15_7457_3_152_02_211030-173236_bem_8cc_elicit_1.wav	elyo umukashana ena nabekata pamabeya	the girl is holding her shoulders	152	female	5.263	16000	vnd.wave	bem	bem
29.0	2996173	2	3471746122.jpg	29_9617_3_292_02_220114-173745_bem_84b_elicit_1.wav	Limbi pakulungisha kwingila mukati	maybe they are required to get inside when fixing.	292	male	4.4239999999999995	16000	vnd.wave	bem	ngo
12.0	1228441	2	350588129.jpg	12_2844_1_122_02_211106-025935_bem_e3a_elicit_0.wav	Limbi ilefwaya ukwangala mumenshi	maybe he wants to play in water	122	female	5.944	16000	vnd.wave	bem	bem
1.0	12050	1	1207159468.jpg	1_205_0_11_01_211031-160057_bem_cc3_elicit_0.wav	Umulumendo nafwala ifyakufwala fya makumbi makumbi.	a young man is wearing blue clothes	11	male	8.326	16000	vnd.wave	bem	toi
33.0	3347044	1	3449114979.jpg	33_4704_4_331_01_211109-120527_bem_c25_elicit_2.wav	Cili kwati abana aba bacushi pantu bambi bafwele ifyakufwala fyalepauka kabili ifyalamba	It looks like these children are poor because most of them are puting on dirty and ripped clothes	331	female	11.139	16000	vnd.wave	bem	nse
8.0	817571	2	2423856014.jpg	8_1757_1_82_02_211026-055910_bem_ce8_elicit_0.wav	natambika na amaboko	He has even spread his hands.	82	male	3.312	16000	vnd.wave	bem	bem
29.0	2937653	2	4692047783.jpg	29_3765_3_292_02_211114-022308_bem_a9e_elicit_1.wav	eficitika mulusuba fingi saana,limbi bonse baciba nefyo balecita kumacito.	Day time is usually busy, maybe they were busy with work.	292	female	6.352	16000	vnd.wave	bem	bem
27.0	2734070	1	2384401298.jpg	27_3407_0_271_01_211111-165754_bem_6f4_elicit_0.wav	Imbwa shibili shileangala mumpanga, imo ilikuntanshi iyabuuta , iyafiita ili munuma yaiko	Two dogs are playing in a bush, a light one is in front and the dark one behind.	271	female	8.916	16000	vnd.wave	bem	leh
21.0	2117260	1	3005124440.jpg	21_1726_0_211_01_211111-101502_bem_83a_elicit_0.wav	abasungu batatu beletungilila abantu ukusala bashimuchindikwa abalembelwe pa chipapa ukuti babe chilolo babo.	three white people are campaigning for a leader whose picture is on a poster	211	female	8.076	16000	vnd.wave	bem	
13.0	1368362	1	2591110592.jpg	13_6836_2_131_01_211029-192853_bem_9ed_elicit_1.wav	Panshi napo paleemoneka pali amalaya yaambi	On the ground, there seems to be other clothes.	131	male	4.129	16000	vnd.wave	bem	nya
21.0	2118661	2	4063231596.jpg	21_1866_1_212_02_211114-010045_bem_85e_elicit_0.wav	uku kuncende babelele kulemoneka nalimo kuli ukusefya pantu kuli abantu abengiko, limbi kuti caba ati kuli efyo bale ibukisha ifyacitike akale, pancende apapene	there seems to be a celebration in this place as there are quite a number of people, or perhaps they have assembled to commwmorate a memorial or something of that sort in their area.	212	male	10.277	16000	vnd.wave	bem	bem
39.0	399121	2	3661072592.jpg	39_912_1_392_02_211116-181612_bem_901_elicit_0.wav	Uyu mwana mwanakashi nafwala nakapamuulu ako bafwala abantu nga baleipika elo nakamumishishi kabuuta	The little girl is wearing an apron on top of her clothes.	392	female	11.048	16000	vnd.wave	bem	bem
37.0	3757660	1	32473949.jpg	37_5766_0_371_01_211110-213810_bem_5bb_elicit_0.wav	Abalumendo mutanda balesunka motoka	Six guys are cleaning the car	371	male	4.582	16000	vnd.wave	bem	bem
9.0	921424	1	2612608861.jpg	9_2142_4_91_01_211025-140024_bem_ebf_elicit_2.wav	Leelo, ku cifulo bali kuli na bana banabo	There are also other children.	91	female	6.738	16000	vnd.wave	bem	bem
27.0	2790502	1	2072154465.jpg	27_9050_2_271_01_211113-134340_bem_f07_elicit_1.wav	Elyo kunuma ya mulumendo ulelya kuli mukashana uli pa foni.	there's a lady on phone behind the young man eating	271	male	6.284	16000	vnd.wave	bem	nya
6.0	612673	2	2924884815.jpg	6_1267_3_62_02_211026-092742_bem_976_elicit_1.wav	Ukulolekesha kunuma sana kulemoneka ifimuti ifingi elyo ifikulu namabula yakatapakatapa.	looking far back there are a lot of big trees with green leaves.	62	male	11.003	16000	vnd.wave	bem	bem
18.0	18121624	1	4563644936.jpg	18_12162_4_181_01_211115-093651_bem_5da_elicit_2.wav	Ee boi cishinka ico pantu nabangu balekolongana mukutamba balemoneka bakalamba,baleibukishako inshita shakale.	Yea because even the crowd around here is pretty old enough, they have come to have old memories alive.	181	male	8.575	16000	vnd.wave	bem	toi
12.0	1267063	2	3556571710.jpg	12_6706_3_122_02_211104-073306_bem_ce8_elicit_1.wav	Nabeminina mupepi na umumana	they are standing near a river	122	male	6.602	16000	vnd.wave	bem	bem
35.0	35111440	1	6498058475.jpg	35_11144_0_351_01_220118-192334_bem_ba5_elicit_0.wav	Abalumendo balimuchibansa chamupila	Some young men are in the football field	351	male	3.176	16000	vnd.wave	bem	bem
33.0	3347423	2	4389770745.jpg	33_4742_3_332_02_211109-144829_bem_b14_elicit_1.wav	Kabili pa cisebele pali imendela ya ku calo ca Amerika	On the stage there is an american flag	332	female	6.216	16000	vnd.wave	bem	nse
14.0	1433560	1	380041023.jpg	14_3356_0_141_01_211104-223442_bem_ebf_elicit_0.wav	Imbwa ilimulubansa umuli amabula ayengi saana panshi.	A dog is in the field that has a lot of leaves.	141	female	6.239	16000	vnd.wave	bem	bem
7.0	715864	1	2268729848.jpg	7_1586_4_71_01_170101-031227_bem_74d_elicit_2.wav	awe kanshi nifyofine wasosa.	Yes that is right.	71	female	4.492	16000	vnd.wave	bem	toi
